portfolio,website,year,summary
Disenia,http://disenia.mx/,,Disenia is the place where you can discover and buy a curated selection of the best design products in Latin America with a unique experience. Our differentiation is based on two m 
Codepicnic,http://codepicnic.com/,,"Your code, to go. Full stack containers for running your projects right at your browser. "
DayDayCook,http://daydaycook.com/,,Asia focused multimedia publisher and platform of home cooking 
AlphaFlow,http://alphaflow.com/,,AlphaFlow lets investors easily build and manage a portfolio across the peer to peer space. 
EasySize,http://easysize.me/,,EasySize is a data-driven technology defining clothes sizes and decreasing returns at online-shops. 
Freemit,https://freemit.com/,,"Send, spend, and get money anywhere. "
BioBots,http://biobots.io/,,Biobots is the future of regenerative medicine - a high resolution desktop 3D bioprinter that builds functional three dimensional living tissue. 
Sajilni,http://sajilni.com/,,"Event management and e-ticketing platform for the Middle East. Find and buy tickets for concerts, sports, arts, theater, workshops and more at Sajilni.com. "
The Other Guys,http://other-guys.com/,,"A mobile/social games studio creating immersive, episodic and story-driven ""interactive series"" to become The Netflix of Social Games "
AutoFi,http://autofi.com/,,AutoFi is a point of sale solution for financing a vehicle online 
Oree,http://oreeartisans.com/,,Oree manufactures and commercializes technology products made out of natural materials. 
OnlineTyari,http://onlinetyari.com/,,OnlineTyari is India's leading online platform providing complete solution for online preparation for different competitive exams 
RippleHire,http://ripplehire.com/,,RippleHire is a technology product that gamifies employee referrals and enables social recruiting. 
Logic Roots,http://logicroots.com/,,Logic Roots is a Jaipur based educational gaming startup company 
Magnetis,https://www.magnetis.com.br/,,Online advisory for the new generation of Brazilian investors 
Zapr,http://zapr.in/,,Zapr is a mobile app that lets users earn reward points for watching television commercials. 
Sellpad,http://sellpad.com.mx/,,"Sellpad is the first point of sale wireless, cloud, and focused on restaurants in Latin America "
Entrenaya,http://entrenaya.com/,,"EntrenaYa is a big community of gyms and fitness that provides people a new alternative to their regular training, by offering them the possibility to buy flexible passes as a pay- "
Wedgies,http://wedgies.com/,,Wedgies is a real-time platform that aggregates data and creates better interaction through questions. 
Spottly,http://spottly.com/,,Social network for travellers that lets users post photos and brief descriptions of their favorite destinations as they travel the world. 
CommitChange,http://commitchange.com/,,CommitChange allows nonprofits and donors to work together on a single platform to raise money more efficiently. 
Melotic,http://melotic.com/,,"Melotic a liquid multi-asset exchange that facilitates conversions between numerous digital assets, inluding altcoins, application-specific 'appcoins', asset-backed tokens, and oth "
Uniko,http://unikodf.com/,,"UNIKO City, an innovative concept that offers the couple a chance to experience something different, changing their cash gifts. "
Mass Exchange,http://www.massexchange.com/,,MASS Exchange is a programmatic market for trading biddable impressions on a forward basis. 
Hitsbook,http://hitsbook.com/,,Hitsbook is a video engagement platform that allows brands and media companies maximize the interaction with their target market using online video. 
My Child,http://mychildapp.in/,,"My Child is an Android application, which helps in the screening of Developmental Disorder. "
Emburse,http://www.emburse.com/,,Emburse is an expense management platform that provides debit cards for business with unique expense and accounting challenges. 
Realiteer,http://realiteer.com/,,Virtual Reality Education Game on mobile devices. Google Cardboard 
Ripple,http://ripple.co/,,"Ripple provides instant, certain, low-cost international payments. "
InstaPaisa,http://instapaisa.com/,,"InstaPaisa leverages Big Data, and machine learning algorithms to make automated lending decisions and originate loans online in India. "
MyCoffeeBox,http://mycoffeebox.com/,,Organic & Fair Trade Coffee Subscription from Mexico to you. 
Wamova,http://wamova.com/,,Wamova is a marketplace where you receive bids for your shipments from a large number of rated transporters. 
Dabee,http://dabee.com.br/,,Destination site for foreign buyers to discover and buy products 
Caredox,http://caredox.com/,,CareDox is a cloud-based storage system containing health information that is accessible and shareable via any platform. 
Dojo Madness,http://dojomadness.com/,,"Dojo Madness is a technology driven company harnessing the latest innovations in machine learning to created tools for gamers. It recently released its first product, LOLSUMO, a vi "
Interact.io,http://interact.io/,,Platform for Phone and CRM integrations 
Burner,http://burnerapp.com/,,"Burner is a mobile application and service that enables users to obtain temporary, disposable numbers for voice and SMS communication. "
Quipper,http://quipper.com/,,Quipper provides quiz-based e-learning apps for iPhone and Android platforms. 
SocialWire,http://socialwire.com/,,"SocialWire makes advertising delightful for consumers while efficient and effective for marketers. We are a team of hackers, designers and marketers based in San Francisco. "
TRDATA,http://trdata.com/,,TRDATA is a communication platform for financial professionals providing free access to real-time market data on Emerging Markets 
Publishizer,http://publishizer.com/,,Publishizer is an an online crowdfunding platform specifically for authors. The site specializes in non-fiction. 
Sightly Enterprises,http://sightly.com/,,Sightly is a video ad technology company enabling advertisers and their marketing partners to reach local audiences across multiple screens 
Careport Health,http://careporthealth.com/,,Careport Health is an online booking engine for post-hospital care. 
Springboard,http://springboard.com/,,"Springboard, formerly known as SlideRule, is a self-paced e-learning platform, which pairs students with individual mentors and partners with other MOOCs for course content. "
Creopop,http://creopop.com/,,CreoPop is the world's first 3D pen with cool ink 
Versly,http://versly.com/,,"Versly integrates Microsoft Office applications and links content in documents, spreadsheets, presentations and email. "
Billplz,http://billplz.com/,,Billplz is a simple billing and payment solution to send bills and collect payments in real-time. 
Boostable,http://boostable.com/,,Boostable provides a cooperative digital advertising solution that enables ecommerce businesses to offer digital advertising as a service. 
Zumata,http://zumata.com/,,Aggregates hotel inventory and resells in bulk through B2B SaaS platform and white-label solutions 
Pixc,http://pixc.com/,,Pixc provides on demand product image editing. We help eCommerce stores and individuals selling online increase their sales with better product images. It remove the background and 
Little Eye,http://littleeye.co/,,Mobile app performance tools for developers of the post-pc world. 
Veduca,http://veduca.com.br/,,"Veduca, a Brazilian online video platform, aims to democratize access to quality education via video lectures from universities worldwide. "
Dil Mil,http://dilmil.co/,,Leading Matchmaking App for South Asians 
Pressable,http://zippykid.com/,,"Managed WordPress Hosting that delivers reliability, security and speed backed by expert support. Pressable is where WordPress works best. Learn more now. "
Chalkable,http://chalkable.com/,,"At Chalkable, we're helping students achieve success by breaking down the barriers to learning across the K-12 ecosystem. "
Easy as Pi,http://getpi.co/,,"Pi is a hyper-fast pizza delivery service. Their gourmet pizzas are delivered fresh to you, from the best local sources. "
Manicube,http://manicube.com/,,The mission of Manicube is to make the lives of working women easier. 
ZipDial,http://zipdial.com/,,ZipDial offers a marketing and analytics platform that enables brand managers to drive customer engagement by capitalizing on missed calls. 
PTA Networks,http://thepta.com/,,"PTA (PlanesTrains+Automobiles) - a new home on every screen for those who love travel. Original Series, Documentaries, Guides, Galleries and more. "
Knotel,http://knotel.com/,,The app for teamwork. 
Punchd,http://getpunchd.com/,,Punchd is a mobile application facilitating mobile phone-enabled loyalty cards for businesses providing reward points for their customers. 
Cashboard,http://cashboard.de/,,"CASHBOARD is an alternative to traditional banking and investing. It´s the only robo-advisory and wealth management platform which combines traditional (Funds, ETF, stocks etc.) an "
Trocafone,http://trocafone.com/,,Trocafone is an e-commerce site for buying and selling like-new cell phones 
Beeline Bikes,http://beelinebikes.com/,,The Mobile Bike Shop 
LoyaltyRefunds,http://loyaltyrefunds.com/,,Cloud Intelligence to make loyal customers. 
Exploiter,http://exploiter.co/,,Professional training in Hacking 
ThinkParametric,http://thinkparametric.com/,,ThinkParametric is an online platform that teaches in-demand skills for computational designers. 
Mision Admision,http://misionadmision.com/,,"MisionAdmision.com helps students prepare for Mexico´s SAT by presenting them completely personalized content. Students focus on the subjects that need their attention, in the form "
Artivest,http://artivest.co/,,"Artivest solves the problem of fragmented investors by creating investment funds that it manages, pooling the assets of the individual investors into a single, special-purpose vehi "
Aksel Group,http://akselparis.com/,,"Help us create the first online shopping magazine exclusively for men. Mixing editorial with commerce, everyday something cool and new. "
CultureMap,http://culturemap.com/,,"CultureMap is a hyperlocal online publisher focused on restaurants, food, real estate and society events. "
Autonomous,http://hishortcut.com/,,Autonomous designs and manufactures everyday smart products. 
Sheroes,http://sheroes.in/,,SHEROES is an online platform for female professionals looking for employment opportunities. 
Boxbee,http://boxbee.com/,,We power On-Demand Storage 
Traction,http://buzzstarter.com/,,Traction is an on demand marketplace for marketing and distribution needs enabling businesses to hire and manage trusted marketing professionals. 
ExitRound,http://exitround.com/,,Exitround is a private marketplace for founders to discreetly explore strategic acquisition opportunities. 
Doughbies,http://doughbies.com/,,Doughbies delivers freshly baked goods on demand - in 20 minutes or less. 
BidAway,http://bidaway.com/,,"BidAway.com allows users to bid for holiday packages, night-outs, leisure activities, and hotel bookings in real-time online auctions. "
Ivee,http://helloivee.com/,,"Ivee is a Wi-Fi voice-activated assistant that can answer questions, respond to commands, and connect to many smart home devices. "
Video Pixie,http://videopixie.com/,,"Videopixie is a marketplace for video production. Businesses use Videopixie to make web shows, animated explainers, promotional videos, online courses and much more. There are 1000 "
LeadScanner,http://leadscanner.ru/,,Lidskaner - a system that helps to find Lida (potential clients) in social networks. 
TeachStreet,http://teachstreet.com/,,TeachStreet is an online marketplace providing information about local and online classes and teachers. 
Bohemian Guitars,http://bohemianguitars.com/,,"Bohemian Guitars is an e-commerce driven guitar brand renowned for innovative, stylish, and affordable products, a philanthropic mission and an amazing customer service experience. "
8sec,http://8-sec.com/,,8sec is a casual gaming platform 
Platzi,http://platzi.com/,,Online education that inspires commitment and community. 
Superhuman Labs,http://superhumanlabs.com/,,Empowerment Apps for Wearable Technologies 
Adphorus,http://adphorus.com/,,"Adphorus enables performance advertisers to build, manage, optimize and analyze their Facebook advertising campaigns and its SaaS offering includes marketing automation and algorit "
Andy OS,http://andyroid.net/,,"Andy is a free downloadable Android OS that seamlessly connects all of your Android mobile devices with your PC. It ensures that you are always running the latest Android OS, gives "
LaunchDarkly,http://launchdarkly.com/,,"LaunchDarkly solves the biggest pains around effective continuous delivery, allowing software teams to move faster with less risk. "
Huinno,http://huinno.com/,,HUINNO develops innovative healthcare technologies that quickly and accurately measure clinically-relevant biometrics. 
Cleanly,http://getcleanly.com/,,"Cleanly is building the best way for people everywhere to get their laundry & dry-cleaning done. Using your phone or the web, you can get a pickup for your dirty clothes in minutes "
Home61,http://home61.com/,,Home61 is an online real estate brokerage company. 
Pokkt,http://pokkt.com/,,POKKT is an Alternate Mobile Payment Platform that helps owners of Paid Digital Goods and Services to monetise thier users through an advertiser-funded Model. ' 
Nuve,http://nuve.us/,,We are an international technology company focused on the emerging field of asset management and fraud prevention. 
Anyroad,https://join.anyguide.com/,,"At AnyGuide, a multicultural company based in San Francisco and Athens, we’re on a mission to give professional guides and small business owners a competitive edge in the world of "
Snips,http://snips.ai/,,"Making technology disappear. This is what Snips sets to achieve by embedding an Artificial Intelligence (AI) in every connected device. Whether it is a smartphone, a smartwatch, a "
CStorePro,http://cstorepro.com/,,CstorePro is a SaaS application for convenience store operations and procurement. 
Billowby,http://billowby.com/,,"Billowby is Zappos for the $25 billion worldwide smoking accessories market (vaporizers, pipes, bongs, etc.) and is the go-to resource for people seeking smoking accessories online "
CodeMentor,http://codementor.io/,,"Codementor is an online marketplace connecting developers with experts for on-demand 1:1 help via screen sharing, video and text chat. "
YesGraph,http://yesgraph.com/,,YesGraph helps companies grow by recommending who a user should invite. 
Valor Water Analytics,http://valorwater.com/,,Valor Water Analytics combines world-class analytics and deep experience in the water sector to provide utilities with solutions-oriented analytics to inform financial and water re 
Pigeonly,http://pigeon.ly/,,Pigeonly builds solution driven technology products for underserved communities. 
MoviePigs,http://moviepigs.com/,,"MoviePigs is an online platform that allows you to stream international indie films, and talents to crowdfund for their new films. "
NewsWhip,http://newswhip.com/,,"NewsWhip tracks and predicts the stories, events and people getting engagement on social networks. "
LabDoor,http://labdoor.com/,,"Labdoor tests the purity and label accuracy of hundred of vitamins and supplements. Through its website, customers can research, find, and buy supplements. "
ResultsOnAir,http://resultsonair.com/,,ResultsOnAir provides web analytics-level insights for direct response TV (DRTV) campaigns. We help advertisers increase ROI on TV ad dollars on average 40%++. By tracking how an a 
RingCaptcha,http://ringcaptcha.com/,,"RingCaptcha is a service that brings phone-based verification to any website or mobile application. The service can be used for authentication, marketing, verifying ownership, and "
Cellbreaker,http://cellbreaker.com/,,Easily switch cell phone carriers without paying the early termination fee. 
Clowder,http://clowder.nyc/,,Clowder is changing the way the $48B retail coffee market does business. We can brew and deliver a latte to your desk in 15 minutes. All drinks are made to order and delivered fre 
Hubba,http://hubbathailand.com/,,Hubba is the first coworking space in Thailand. The company is fostering the Thai startup ecosystem through its coworking space business as well as through community activities and 
Rankpeek,http://rankpeek.com/,,"Reviews, ratings and rank monitoring platform for consumer brands. "
API Fortress,http://apifortress.com/,,API Fortress is an API testing as a service provider. 
Interstate,http://interstateapp.com/,,The future of open project management 
Book. Stay. Go.,http://ve-go.com/,,"Ve-Go (formerly RoomKey Technologies) provides a mobile app, which integrates with hotel property management systems and door hardware providers to deliver a guest-facing mobile ap "
Nextravel,http://nextravel.com/,,NexTravel helps companies save time and money on travel. 
Driven Labs,http://drivenlabs.io/,,"An easy, affordable, and mobile-first automotive repair shop management system designed for the future of auto repair. "
CardPlanet Solutions,http://cardplanetsolutions.co.ke/,,CardPlanet Solutions develops and markets proprietary personal information solutions. 
Ntensify,http://ntensify.com/,,They work with you to design merchandise that thrills your fans and reflects your brand. 
Ubooly,http://ubooly.com/,,The learning toy that listens 
Modest,http://modest.com/,,Building products to help people communicate more efficiently. 
Foodspotting,http://foodspotting.com/,,"Foodspotting is a community-driven dish discovery app that allows individuals to find, share and recommend food dishes. "
Famebit,http://famebit.com/,,Fame Bit is a YouTube marketing platform where brands collaborate with YouTube influencers and create videos. 
Strapping,http://bohoclo.com/,,We have built a seasonal clothing and lifestyle subscription service for gay men; we curate clothing and accessories to our subscribers' style preferences. Subscribers pay a $39 st 
Ropanroll,http://ropanroll.com/,,"The first company in the region to help you renew the closet of your children smarter, faster and easier. "
Lamusiquita,http://lamusiquita.com/,,"The best way to learn music, online "
Bluefields,http://mitoo.co/,,"Mitoo (formerly Bluefields) is a communications platform for sports leagues, teams, and players. Its app allows new players to find sports to play and existing players to get the i "
uTrack.tv,http://utrack.tv/,,Versatile Online Sports TV Channel 
Job Pal,https://pal.chat/,,Job Pal is a web-based bot that enables users to browse and apply for jobs directly through Facebook messenger. 
Cursostotales,http://cursostotales.com.pe/,,Cursostotales generates segmented leads for Higher Education 
Sparkia,http://sparkia.mx/,,"SparkBox: a smart device that monitors shopper behaviour at the point of sale, extracting useful information and knowledge to help brands improve decision-making. "
Powercore,http://powercore.io/,,"PowerCore connects the offline and online worlds. We provide fast-to-market production capabilities for a wide range of high-quality merchandise, branded online sales channels thro "
CucumberTown,http://cucumbertown.com/,,Cucumbertown is the network for cooks. 
Mobile Action,http://mobileaction.co/,,"App Store Optimization, Insights and Intelligence Tool "
ChattingCat,http://chattingcat.com/,,ChattingCat is an online application that enables users to get their English writing checked by native speakers in real time. 
RepublicProject,http://republicproject.com/,,"Republic Project offers a cloud-based ad platform that makes it easy to scale campaigns, meet demand, and optimize performance in real time. "
PICT,http://pict.com/,,"PICT builds a shoppable photo technology platform, enabling them to turn a normal photo into a content-rich, e-commerce-enabled photo. "
Qustn,http://qustn.com/,,"SaaS based Learning & Engagement platform for remote stakeholders -- Available across the mobile and web, used by companies of all sizes. "
medico,http://www.medpagetoday.com/,,WebMD for the world 
Zowdow,http://www.quickly.co/,,"With every keystroke, Zowdow offers users highly relevant, thumb-swipeable suggestions from our growing roster of premier content partners. We process hundreds of millions of user "
PriceBaba,http://pricebaba.com/,,PriceBaba is a product research platform providing retailers with information on the buying behavior of Indian consumers. 
MMTG Labs,http://appbistro.com/,,MMTG Labs operates an online marketplace that provides Facebook timeline applications and business tools. 
Sonoma,http://sonoma.com.br/,,Sonoma is a Brazilian sales site for wine and gastronomy offering high-caliber content with product selections curated by professionals. 
FeeFighters,http://feefighters.com/,,FeeFighters enable users to compare credit card processing services. 
Sabr.io,http://sabr.io/,,SABR monitors multiple blockchains to identify and locate criminal activity. 
Vizalytics,http://vizalytics.com/,,"The Mind My Business app from Vizalytics Technology utilizes targeted geolocated data to notify small, local businesses about events, policies, and other things that could affect t "
LightBox,http://lightbox.com/,,"Lightbox develops consumer mobile apps such as Lightbox photos, an app that provides photo cloud-hosting solutions. "
Plugger,http://plugger.cc/,,Plugger offers battery swapping & portable chargers at local convenience stores. 
Nativetap.io,http://deviceoncloud.com/,,With Nativetap.io you can access any real mobile device (including smartwatches) remotely via our tablet app and interact with it using touch as if it was right in front of you. 
ShareRoot,http://shareroot.co/,,UGC marketing platform on path to IPO in Australia!!! 
Zoomforth,http://zoomforth.com/,,Zoomforth's media collection tools and drag-and-drop visual message creator help recruiting and sales convert leads with visual messaging. 
Etobb,http://etobb.com/,,eTobb is online medical platform that connects doctors and patients. 
Mountary,http://mountary.com/,,"Easiest way to get your photos, poster and art on the wall "
Roost,http://roost.com/,,Roost offers convenient parking and storage options across all major US cities 
Flashratings,http://flashratings.com/,,"FlashRatings empowers retail investors by making Wall Street research easy to understand, keeping score of analyst predictions and reporting 10X as much research as competitors. "
Surefield,http://surefield.com/,,"Surefield is a residential real estate brokerage headquartered in Seattle, Washington. "
Tello,http://tello.com/,,Tello is a mobile application helping companies improve customer service by providing real-time feedback. 
Artiphon,http://artiphon.com/,,"The Artiphon INSTRUMENT 1 is a single device that can be played as a guitar, piano, drum pad, synthesizer, and many other instruments.  "
Bucket,http://likebucket.com/,,"Bucket keeps all your trip ideas in one place so you can easily decide and go. Co-founded by two ex-Facebookers, Bucket (likebucket.com), created by Enchanted Labs, helps you colle "
Lexity,http://lexity.com/,,Lexity is a PaaS-based e-commerce cloud platform providing an own app store for online retailers to manage information with a single click. 
Zappli,http://myshopanion.com/,,"Shopzilla manages a portfolio of online shopping brands that helps shoppers discover, review, and buy goods online. "
Flowtown,http://flowtown.com/,,Flowtown is a social media marketing platform that helps businesses communicate with their customers. 
Targeting Mantra,http://targetingmantra.com/,,"TargetingMantra offers a SaaS based personalization and targeting platform that enables small and medium sized e-commerce companies to cross-sell, and up-sell, like Amazon. We lear "
Crocodoc,http://crocodoc.com/,,"Crocodoc is used in converting Microsoft Office and PDF documents to HTML5, and enabling users to view and collaborate with any web app. "
Streem,http://streem.com/,,"Streem offers unlimited cloud storage for you to store, stream, and share your media. "
Cardmunch,http://cardmunch.com/,,CardMunch is a mobile business card transcription service that captures business cards and creates contacts in user's phone. 
WorkLife,http://worklife.com/,,"WorkLife is a web and mobile app that helps you run highly productive, engaging meetings. Users can create and edit agenda items, track meeting progress, take meeting notes, and as "
DigiSticky,http://digisticky.com/,,"DigiSticky helps freelancers and small business owners manage their online presence with our intuitively designed automated website builder. With a DigiSticky website, anyone can p "
Bankons,http://bankons.com/,,Powering a mobile offers service for banks to give users rewards via transaction history. 
Connected,http://connectedhq.com/,,Connected is a web-based contacts manager that unifies the user's contacts across their emails and social media into one interface. 
Tappur,http://tappur.co/,,Control devices from your body. 
Graphicly,http://graphicly.com/,,"Graphicly offers an online platform that provides work flow integration, self-publishing, digital distribution, conversion and promotion. "
Otherinbox,http://otherinbox.com/,,OtherInbox is a company that builds technology to automatically organize emails enabling users to focus on messages based ontheir priority. 
Raisy,http://raisy.org/,,Online Fundraising 
Blink Booking,http://blinkbooking.com/,,Blink Booking is an app that helps travellers in Europe book hotels at the last minute by providing a daily selection of four hotels. 
TouristEye,http://touristeye.com/,,TouristEye is a mobile application that enables users to collect destinations and activities to plan their trips and weekend getaways. 
Live Lovely,http://livelovely.com/,,"Lovely is a marketplace for apartment rentals, where renters can search, apply and pay for rent all in one place. "
Landmoda,http://landmoda.com/,,Professional and amateur model marketplace. 
LaunchTrack,http://launchtrack.com/,,LaunchTrack turns online payment data into actionable intelligence. 
Torbit,http://torbit.com/,,Torbit is a cloud-based website accelerator service that makes websites faster and allows users to measure their websiteâ€™s performance. 
Hall.com,http://hall.com/,,Bring your team together with Hall's real-time business messaging platform. 
Oximity,http://oximity.com/,,News directly from the source 
IMRSV,http://imrsv.com/,,"A Computer Vision Platform for real-time Face Detection, Emotion Recognition, Facial Coding and Image Processing "
WooMoo,http://popapp.in/,,POPAPP is an app that transforms sketches into click-through prototypes. 
Betterworks,http://betterworks.com/,,BetterWorks enterprise software provides the easiest way to set and manage goals. 
Gazehawk,http://gazehawk.com/,,GazeHawk provides users with professional eye-tracking services using webcams in their own homes. 
Gradible,http://gradible.com/,,Gradible is the online destination for the 43 million people who hold student loans in the US. Our proprietary technology and team of student loan experts help in-debt individuals 
Survmetrics,http://survmetrics.com/,,"Attractive surveys, incredible results. "
Grillo,http://grillo.io/,,Earthquake Early-Warning for the World 
Vidcaster,http://vidlet.com/,,"Vidcaster is an enterprise video platform that drives measurable results from video content for training, marketing and sales. "
Mailstrom,http://mailstrom.co/,,Mailstrom is a simple email tool that enables its users to clean their inboxes and keep them clean. 
Wideo,http://wideo.co/,,"Wideo is an online video tool that enables people to make animation videos for their product demo, presentations and teaching lessons. "
Binu,http://binu.com/,,"BiNu's patented technology utilizes cloud computing to create a virtual smartphone experience that provides instant discovery, switching and sharing of apps within a social network "
SwitchMe,http://switchme.in/,,Mumbai-based fintech startup 
Runnable,http://runnable.com/,,"CodeNow is a nonprofit focused on teaching under-represented youth to code. They provide free, out-of-school training hosted at local tech companies. "
Evoz,http://myevoz.com/,,Evoz is an app that enables parents to monitor their babies by using their iOS devices from anywhere in the world. 
Pick1,http://pick1.com/,,"Doochoo is the developer of Pick1, a real-time tool for collecting, aggregating and sharing multi-dimensional opinions. "
Shoppable,http://shoppable.com/,,"Shoppable® is the buy button and universal checkout for any website, mobile app, or ad unit. Shoppable's technology and service is composed of a marketplace with over 25 million pr "
247 Techies,http://247techies.com/,,24/7 Techies is a technical support company providing remote technology support to the global micro SMB sector. 
DropShip,http://dropship.com/,,"DropShip offers DropShip Commerce, a scalable online platform for integrating and managing drop ship partners, inventory, data and orders. "
Perkhub,http://perkhub.com/,,"PerkHub is an enterprise SaaS company that powers perks and group buying programs for some of the world's leading companies. Our customers include American Airlines, TriNet, Google "
Spinnakr,http://spinnakr.com/,,"Spinnakr enables users to group their online visitors into audiences that they can reach with simple, targeted messages. "
Iconfinder,http://iconfinder.com/,,Iconfinder is a search engine and marketplace for icons for web developers. 
Pocket Supernova,http://pocketsupernova.com/,,"Pocket Supernova is a mobile development house behind products like Unda, VideoSelfie and WatchMe. "
ThinkUp,http://thinkup.com/,,"ThinkUp gives you insights into your activity on social networks like Twitter, Facebook and Google+. "
LaunchRock,http://launchrock.com/,,LaunchRock is a startup helping firms setup a viral launching soon page and help get users. 
UmbaBox,http://umba.com/,,Umba (www.umba.com) is a social-selling platform that connects our entrepreneurial Umbassadors with artists around the world. 
Pay By Group,http://paybygroup.com/,,"PayByGroup is a group payment platform facilitating money collection from friends, family and others. "
SiteJabber,http://sitejabber.com/,,SiteJabber helps consumers find trustworthy online businesses and avoid scams. 
WePow,http://wepow.com/,,"WePow is a global leader in recruitment communication, offering breadth, depth, and a personal touch to attracting talent. "
Pal+,http://palplus.me/,,"Pal+ (formerly Cubie) is a free mobile messaging app that allows users to create and share images, videos and voice messages while chatting with others. "
Amicus,http://amicushq.com/,,Amicus allows non-profit organizations to turn their supporters into advocates and fundraisers. 
Eversnap Photography,http://weddingsnap.com/,,"Eversnap App enables weddings, events, & groups to collect all their guests photos & videos in one online album via our iPhone, Android and Web Apps. "
Partnered,http://partnered.com/,,The company-to-company business development network connecting startups and brands 
Dakwak,http://dakwak.com/,,Dakwak offers a website translation and localization platform for small and medium-sized businesses. 
HeartThis,http://heartthis.com/,,HeartThis is a free way to shop all your favorite stores in one place. Use HeartThis to conveniently browse products and sales from your favorite stores and discover new things you 
TradeBriefs,http://tradebriefs.com/,,Daily industry Knowledge 
PingPad,https://pingpad.net/,,Social Productivity 
Node.io,http://node.io/,,"Node has developed technology that is reorganizing the web to facilitate personalized discovery, where relevant information will be automatically recommended to the user, at the ri "
Chouxbox,http://chouxbox.com/,,ChouxBox is an invoice transcription service for restaurants. 
Wiselike,http://wiselike.com/,,Wiselike is a knowledge-sharing platform that allows users to create professional Q&A pages where people can ask them questions. 
Whim App,http://whim.la/,,"Whim is a mobile app that curates and coordinates first dates, on demand. Their solution eliminates the extensive search, targeting, messaging, and planning required by existing da "
Remoov,http://remoovit.com/,,"Decluttering service that helps customers sell, donate, or discard items. "
UXCam,http://uxcam.com/,,"UXCam is a UX optimization tool for mobile apps, which offers a cost-effective way to capture data with real context and visualize it. "
Astroprint,http://astroprint.com/,,Cloud OS and developer platform for 3D Printing (500 Startups B11) 
Hello Bit,http://hellobit.com/,,Send money globally and have it picked up or delivered by a human ATM 
HeTexted,http://hetexted.com/,,HeTexted is a vertical advising platform providing suggestions about dating and relationships. 
ZipZap,http://zipzap.me/,,ZipZap is a technology platform for moving money around the world. 
Thinglink,http://thinglink.com/,,Thinglink is an image engagement tool that lets users add clickable tags to web images and share the tagged images on social networks. 
Proleads,http://proleads.io/,,ProLeads is a big data platform for lead qualification in enterprise sales. The platform analyses people based on their email and qualifies them using machine learning algorithms a 
Raur,http://raur.co/,,"RAUR is a social publishing platform for podcasts built to simplify discovery, listening, and creation of content. "
ArtCorgi,http://artcorgi.com/,,"A marketplace for personalized illustrations featuring you and your favorite pets, characters, and people. "
Puzzlium,http://puzzlium.com/,,1st puzzle social network. Play. Create. Compete. 
Eponym,http://eponymous.co/,,Eponym is an online platform enabling brands to create and distribute prescription eyewear and sunglasses through their own stores. 
Neuroware.io,http://neuroware.io/,,"An open source wallet with themes and plugins that offers a simplified framework for blockchain based applications. APIs that offer full turn-key solutions for developers, capable "
TrustCloud,http://trustcloud.com/,,TrustCloud has developed solutions to evaluate participants in the sharing economy. 
Anyadir Education,http://admissiontable.com/,,Anyadir Education empowers universities to recruit students socially. They have developed a mobile platform that enables universities to reach out to a large number of prospective 
Revivn,http://revivn.com/,,Revivn helps companies repurpose their unused hardware to underserved communities. 
Timbuktu,http://timbuktu.me/,,"Timbuktu Labs develops an educational application that enables children to play games, read news, and view beautiful pictures. "
TeliportMe,http://teliportme.com/,,Teliportme is a panorama app that enables users to explore and share places through images. 
Babelverse,http://babelverse.com/,,People-Powered Universal Translator for Live Conversations. Enabling Global Communication. 
Femeninas,http://femeninas.com/,,femeninas.com is a fashion destination brand and social engagement platform where designers and brands can interact with the community. 
Floqq,http://floqq.com/,,Floqq is the biggest marketplace for online video courses in Latin America 
EverBill,http://everbill.com/,,"everbill enables startups and SMEs to create invoices and estimates, and share them with customers and suppliers via a SaaS-based app. "
TrueLens,http://truelens.com/,,"TrueLens is a CRM platform providing Socialgraphic insights into customers, enabling brands to increase ROI and revenue. "
Tealet,http://tealet.com/,,Online Farmer's Market for Tea on Bitcoin 
WhoAPI,http://whoapi.com/,,WhoAPI is an API service for mass requests of domain information like domain registration availability and structured whois data in JSON. 
FounderDating,http://founderdating.com/,,FounderDating is a network of entrepreneurs focusing on connecting with professionals and skilled individuals. 
PayDragon,http://paydragon.com/,,PayDragon is a mobile commerce app that allows users to order and pay for groceries from local stores. 
Welcu,http://welcu.com/,,Welcu develops tools to allow customers to organize events such as selling tickets and sending invitations. 
Tie Society,http://tiesociety.com/,,Netflix for menswear. Members rent from our online closet of high-end accessories. 
Bizeebee,http://bizeebee.com/,,"BizeeBee is a membership management platform enabling entrepreneurs to track revenue and attendance, manage member relationships, and more. "
Vayable,http://vayable.com/,,"Vayable is an online marketplace enabling people to discover, buy and sell unique travel experiences, activities and extended trips. "
ManPacks,http://manpacks.com/,,"Manpacks is a web-based service delivering men's essentials such as underwear, razors, condoms, grooming and other products "
FileBoard,http://fileboard.com/,,Sales Engagement Platform 
RentLord,http://rentlord.com/,,Rentlord is an online social platform enabling landlords and tenants to rent homes. 
WholeShare,http://wholeshare.com/,,Wholeshare saves people up to 20% on their groceries through collective purchasing. Wholeshare helps consumers bypass retail stores and get wholesale prices by organizing group pur 
Toshl,http://toshl.com/,,Toshl helps you keep your finances in shape. 
Experiment,http://experiment.com/,,Experiment is an online community and a crowdfunding platform for scientific research. 
